user_name,date,text,tweet_id,user_followers,is_retweet
coinbureau,2026-04-26 11:10:00,"🚨JUST IN: Bitcoin is about to close its 4th consecutive green weekly candle, up +5.64% this week alone to $78K.

This marks BTC's longest weekly winning streak since May 2025, nearly a full year ago.

Bitcoin has now rallied +25% from its ""Iran War"" low of $62K.

The ""Ceasefire Rally"" has added roughly $15K in just 4 weeks.

From peak to trough, $BTC lost ~53% of its value in roughly 4 months.",2048358930225697085,1099878,False
BitcoinNews,2026-04-26 13:05:00,"🇺🇸 Fed chair nominee Kevin Warsh affirmed this week that ""digital assets are already part of the fabric of our financial services industry in the United States.""

🎙️Warsh also said, AI is reaching ""escape velocity,"" pressing the Fed to revisit its models on prices. 👇 https://t.co/2dAb278buy",2048387871292137956,3273743,False
TATrader_Alan,2026-04-26 12:56:04,"$BTC.D/weekly

#Bitcoin Dominance just pushed even higher and literally wiped out the bearish flag on the weekly, a clear sign that strength is rotating back into $BTC.

Is this only the opening act?

❇️ Honestly, it’s not a bad setup if it’s pulling new liquidity into crypto. More money in the arena usually finds its way into alts later.

Phase 1: Bitcoin dominance climbs, fresh capital rolls in 💥
Phase 2: $ETH starts to close the gap
Phase 3: The large caps wake up
Phase 4: True altseason

Stay patient. Let #Bitcoin carry the load first 🚀

@Micro2Macr0 , @cantonmeow what do you think?",2048385625305514104,77524,False
cryptorover,2026-04-26 07:06:00,"🇺🇸 President Trump: 'I have an obligation to ensure the crypto industry does well'

$TRUMP coin is down -97%... https://t.co/uYZwIBG6tF",2048297525518483887,1569747,False
cryptorover,2026-04-26 12:14:20,"THIS BREAKOUT WILL TRAP A LOT OF TRADERS! 

Bitcoin just broke an important trendline from the all-time high levels.

Most traders are flipping bullish.

But the same thing happened in 2022.

We saw an extension, then consolidation, then another major dump and bottom in Q4.

Something similar could play out for $BTC again.",2048375120297967952,1569747,False
TheCryptoSquire,2026-04-26 12:04:00,"✈️ CRYPTO TAKES FLIGHT ✈️

Emirates moving into crypto isn’t hype… it’s positioning. Global payment giants are preparing for what’s next.

Speed, liquidity, cross border… this is where $XRP wins. 🚀 https://t.co/aMJmEUB7Ja",2048372520055926877,550833,False
TedPillows,2026-04-26 10:10:36,"Large liquidity clusters are building to the downside for $SOL.

There's one short-side liquidity cluster too, above the $90 level.

Solana has been showing weakness lately compared to Bitcoin, so any correction in $BTC will be bad for SOL. https://t.co/rrjFN5M4od",2048343981092647160,290434,False
itsFoxCrypto,2026-04-26 12:11:00,"My current #memecoin BAG ✍️

1- #PEPE 🐸
2- #SHIB 🐕‍🦺
3- #PENGU 🐧
4- #FLOKI 🐾
5- #DOGE 🦮
6- #TRUMP 🇺🇸
7- #JUP 🪐
8- #RUNE ⚡️
9- #PI #⃣
10- #WIF 🐶

Any other #crypto I should add?? 🧐",2048374281239765061,178784,False
MaxCrypto,2026-04-26 11:25:33,Are you prepared for this $BTC scenario? https://t.co/G1ji0JZ8Li,2048362845197435314,138525,False
Thebitcoinway_,2026-04-26 13:00:01,"If you want to feel calm and relaxed in a chaotic world you could try therapy ...

Or you could just hold #Bitcoin https://t.co/8tKYhK3z4H",2048386619032657996,15886,False
scottmelker,2026-04-26 13:03:42,Building The World's Biggest Bitcoin &amp; Crypto Exchange Then Losing Everything | Full Podcast Out Now w/ @cz_binance 👉🏼 https://t.co/3tGTwOui1N https://t.co/dKmIT6UucC,2048387544241287554,1085460,False
iAmFAMZo,2026-04-26 12:01:08,"$VOLT ⚡️⚡️⚡️ #VOLTINU #VOLTIECO 
#VOLTIFLEX #VOLTARMY #VOLT#Crypto ICARD #VOLTICHANGE  @VDSC_Official #Sparkbot @OnchainEU $Shib $Leash #1000xgem $Doge #Bitcoin $BTC $Eth $Xrp $Bonk $Floki #SHIbARMY $Pepe $BNB #BitcoinETF $Melania #1000x $BTC #Crypto $Trump $Molt
#MemeCoinSeason #BULLRUN2025 $BabyDoge #Coin",2048371799503655312,90786,False
Cointelegraph,2026-04-26 11:30:24,🔥 HUGE: Strategy has more $BTC than Blackrock's IBIT. https://t.co/aEzFmCXMGt,2048364066859610197,2933462,False
plumenetwork,2026-04-23 18:12:40,"Today we submitted to the @SECGov Crypto Task Force:

Plume GC @banamlas's testimony from the 3/25 @FinancialCmte tokenization hearing + 16 recommendations to unlock US onchain capital markets.

Reg ATS, UCC Article 8, onchain funds, transfer agents, and more.

Links below 👇",2047378136795652598,902831,False
SwapHunt,2026-04-26 12:00:43,"Good afternoon Crypto Fam ☕

ETF inflows running strong, but derivatives traders are leaning short.

$BTC $78,101 (+0.5%)
$ETH $2,335 (+1.0%)
$BNB $632 (-0.3%)
$SOL $86.48 (+0.1%)
$XRP $1.43 (0.0%)

Bitcoin has absorbed roughly $1 billion per week in spot ETF inflows since late February, even as funding rates stay negative - short-sellers are loading up while institutions keep buying.

Yet price sits below both key realized price walls at $82K and $91K.

Regime check:
• Above EMA
• Fear at 33
• On-chain resistance building overhead while structure holds below supply zones

Participation looks selective - institutional flow is real, but it has not been enough to clear the resistance cluster that starts around $82,000.

Question now:
Does institutional demand trigger a short squeeze through $82K...
or does on-chain resistance absorb the buying and stall the move?",2048371695069663346,3827,False
misterrcrypto,2026-04-26 12:41:00,"Bitcoin is testing this resistance. 

We need a weekly close above this level to keep pushing higher. https://t.co/JmoUPRT5Vp",2048381830949453911,140024,False
misterrcrypto,2026-04-26 11:22:00,$BTC is likely to have one more leg down before we establish a bottom &amp; reverse this trend. https://t.co/lHzwldfPBP,2048361949981823085,140024,False
voided,2026-04-26 11:15:00,"""Crypto isn't stressful""

A 22-year-old Crypto holder: https://t.co/rX1TmuP7kH",2048360188449550489,89014,False
CapitanBitcoin,2026-04-26 11:00:43,"Feminista española dice que si una mujer se acerca a su pareja en una discoteca la culpa es de él y lo deja. España se ha convertido en un infierno para las relaciones de pareja sanas, con la tasa de natalidad más baja de toda Europa. https://t.co/kdr0XAMzbx",2048356596179255693,568000,False
Crypto__Haris,2026-04-26 12:11:42,"Have you noticed that? For the last few days, the market has been pumping dead coins. They are not pumping trending coins, but they choose dead coins.

Fake pumps are too risky, so be careful, everyone.

$AXS $APE $HYPER https://t.co/oisrg9ZISj",2048374460076720457,17153,False
BSCGemsAlert,2026-04-26 11:29:41,"Which #crypto project has the best community?

Ranking time!
🥇：
🥈：
🥉： https://t.co/7q1IZFQssg",2048363885955280975,504859,False
CryptoRowenta01,2026-04-26 12:53:37,"Privacy isn't dead. It's being rebuilt from scratch. $XEL, $NOX and $SAL each attack the problem from a completely different angle. That diversity is the point.
Independent fundamental analysis. No paid promotion. DYOR.
https://t.co/wLlbkWKOQZ
#privacy #lowcap #ZKproof https://t.co/e343uhkYdY",2048385008755245066,2284,False
TheCryptoSquire,2026-04-26 11:04:00,"⚖️ CLARITY ACT MOMENT ⚖️

Senator Cynthia Lummis says the CLARITY Act has bipartisan backing and presidential support. 

This is the window the crypto industry has been waiting for. 

The future of crypto starts NOW 🚀 https://t.co/2LriLY0TSR",2048357420557328868,550833,False
Yennii56,2026-04-26 13:01:36,"I am up 6 figs trading ETH coins in the last 24hrs 

We are truly in the best market possible 

Infinite opportunities",2048387015054680217,120581,False
BitcoinFear,2026-04-26 13:00:06,"Bitcoin Fear and Greed Index is 33. Fear
Current price: $77,820 https://t.co/zn57b4wf6v",2048386639685193982,777036,False
Crypto_Pranjal,2026-04-26 11:27:32,"Just Contributed To The DeFi Recovery Fund.

Sent some ETH to defiunited.eth to support rsETH recovery after the KelpDAO / LayerZero incident.

It’s a coordinated relief effort led by Aave with multiple protocols and contributors coming together to help restore rsETH backing and stabilize the market again.

The funds collected (ETH + stables) are used to support the recovery process and improve backing, so things can normalize across chains.

✅ If interested, you can donate here: https://t.co/ZPxuxkI9Ay

Any amount works, even $1. Just make sure to send ETH or stablecoins on Ethereum mainnet only.

Good to see DeFi stepping up together.",2048363345477349407,185285,False
LucilaPedr20217,2026-04-26 13:07:16,"Forget the “trade like a pro” pressure—us regular folks have our own style. Follow @natashaajade1 for live trades that fit our lives.📈🚤🧶🐟⏬

stock Crypto NASDAQ 
#TechnicalAnalysis #NVDA
 $LCID $ARQQ https://t.co/CzegrXfQoV",2048388441956651199,0,False
prideveteran1,2026-04-26 13:12:20,"- TCMB  faizi sabit bıraktı. #Bist te görünüm nasıl?

- ABD'de ""trend boğaların kontrolünde"" yazmıştık. #NASDAQ ta 1 günde %30 ve son dönem %300 artan ETF'ler var.

- #Bitcoin'da durum ne? #Altın ve #Gümüş için CMA teminat azaltımı nasıl yansır?

Link: https://t.co/cwxrq4TZhd https://t.co/qBtoffm5PB",2048389716945293634,142573,False
keenn_eth,2026-04-26 12:23:41,"Next week Sunday is Father’s Day but I decided to celebrate my father today.

Today i got him a 2024 Mercedes Benz AMG G 63 

My father was the only one I had while growing up and I am so happy he is alive to witness my success.

Congratulations to him 🎉🎉🎉 https://t.co/x5S0mnUM7x",2048377476162752775,17448,False
ChristianN48714,2026-04-26 12:22:19,"To all my regular investors: You don’t need fancy tools to trade well. Follow @natashaajade1 for live trades and copyable strategies that use simple tools.🐏🍗

stock Crypto ARM
#GapUp #AMZN
 $CVX $CRWV https://t.co/MsAZR3WLGd",2048377132145864775,0,False
BTCNewsGlobal,2026-04-26 10:49:05,NewS: The BTC ETFs saw net inflows every single day this week with over $823M in weekly net inflows. https://t.co/WVL6W13gp4,2048353665627340975,116544,False
AnchorNode,2026-04-26 13:24:02,"满眼游丝兼落絮，红杏开时，一霎清明雨。

4月这波行情，大概就是这种感觉。

前一秒还春风得意，后一秒就黑云压城。

BTC 刚冲起来，宏观消息一落，市场立刻翻脸。  

熬夜盯盘、频繁做短的人，应该都懂这种窒息感：

你以为自己在抓机会，其实大多数时候，是在给波动交学费。

我也是这么被教育过来的。

那段时间天天盯盘，短线没做明白，头发先掉了，本金也越磨越薄。  

爆仓那晚，我想明白一件事打不过，就别硬打。

于是我开始在 @Bybit_Official 上研究跟单。

但实盘交了几千U学费后，我发现：

很多人不是不会跟单，是一开始就把跟单这件事理解错了。

如果你只是按收益率排行榜选人，  
那不是跟单。是去给别人当燃料。

我后来复盘，真正最坑人的，不是方向错了。  
而是你跟了一个看起来很稳的人。

尤其是那种：

- 胜率特别高
- 曲线特别顺
- 最近收益特别炸

刚开始我也信过。

结果一波急跌下来，对方死扛不止损，前面所有漂亮数据瞬间失真。

后来我才看明白：

很多高胜率，本质上是小赚就跑，亏损死扛

只要亏损单一直不平，账面胜率就能一直好看。

震荡市里甚至真能做出百战百胜的假象。  

可一旦遇到单边行情，先蒸发的往往不是他，是你。

所以现在我选带单员，不先看收益。

第一，看最大回撤。  
这是最真实的底色。

收益可以包装，胜率可以修饰，回撤骗不了人。

我的标准

30天最大回撤超过20%，直接拉黑。

因为这意味着他不是在稳定交易，  
而是在拿未来的风险换现在的数据。

第二，看稳定性。  
我现在越来越不信短期翻倍。

市场最不缺的，就是一时风光的人。  
真正稀缺的是：

- 波动可控
- 曲线稳定
- 能穿越剧烈行情
- 能长期留在牌桌上

第三，看风险收益比。  

同样是赚钱，有的人靠系统，有的人靠赌命。

前者能复利，后者迟早归零。

但说到底，选对人也只是一半。

另一半，在你自己手里。

很多人以为找到一个厉害的带单员，后面就可以躺平。  

真正决定你能不能活下来的，是你自己的参数设置。

我现在最重视两件事：

一是用进阶跟单，把风险锁死。  
尤其是自定义保证金、杠杆上限。

你永远不知道带单员下一笔会不会突然上头。但你可以提前把自己的风险封顶。

这是防火墙。

二是一定要设追踪止损。  
币圈里很多利润，最后都不是亏在没赚到，是亏在赚到了却没带走。

我的习惯是，只要账户利润拉起来，就把退出线提前写死。

这样做很简单：

- 行情继续走，我继续拿
- 行情一反转，我自动撤

利润没落袋之前，都不算真正属于你。

一键跟单从来不是什么暴富魔法。
它本质上是投资组合管理。

带单员负责冲锋。  
你自己，必须负责风控。

用数据筛掉伪神。  
用参数锁死底线。  
用规则保住利润。

市场最终尊重的，从来不是最激进的人。

而是最清醒的人。",2048392661745471569,5785,False
alicegrace22244,2026-04-25 10:29:37,"Choose one to save you 👋🎉

$Bitcoin 
$Ethereum
$BNB
$Solana https://t.co/OMWZwLqpS9",2047986381033521518,2008,False
ATHCryptfh,2026-04-26 12:52:42,"ビットコイン一本でドカン落ちたね👍
寝る前に30,000円利確しちゃった^_^
#BTC https://t.co/Umxdn9YY5c",2048384778387476785,7642,False
RichardsLe6015,2026-04-26 12:58:38,"Want to grow your portfolio without the stress of constant monitoring? Follow @natashaajade1 for live trades, copyable strategies, and steady gains. Perfect for busy regular folks.💼🚀🥶

stock Crypto ARM
#MarketUpdate #MarketWatch
 $DUOT $GME https://t.co/l8wfMSHVOP",2048386270221791359,0,False
R38TAO,2026-04-26 12:40:47,Mais de 100 btc em doações em menos de 48h não foi ruim.,2048381777698316705,123466,False
usd_xau_btc_jpy,2026-04-26 13:01:44,"#BTC  「ロング」エントリー

#Bitcoin「ロング」エントリー

#ビットコイン「ロング」 エントリー

※大事なことなので3回言いました。

少額から稼ぐならココ
TP/SL知りたい人反応してくれ👍

3連勝狙うぞ。 https://t.co/0Ce2hGf5y7",2048387049309479162,2025,False
CryptoTony__,2026-04-26 12:55:00,"🚨 JUST IN: 🇯🇵 BANK OF JAPAN JUST OFFICIALLY CONFIRMED A 1.00% INTEREST RATE HIKE IN JUNE

MARKETS PRICING IN A 90% CHANCE, FOR THE FIRST TIME IN 31 YEARS

LAST TIME THEY HIKED INTEREST RATES, STOCKS AND $BTC DUMPED 15% IN JUST A FEW WEEKS

IF THIS HAPPENS, MARKETS WILL LIKELY DUMP ONCE AGAIN...",2048385354349044043,567083,False
davidgua_eth,2026-04-26 13:15:56,"🚨 $GWEI AIRDROP IS LIVE 🚨

https://t.co/OXDOxhNTcJ

All that gas you used on Ethereum? It’s finally paying off.

Eligibility is based on your historical gas spending on the ETH mainnet. Your proof of pain is now your proof of rewards.

You qualify if you:
→ Hit the Gas ID threshold
→ Shared your Gas ID on X
→ Joined the Open Gas Initiative

Dabbled in the ecosystem? Even better:
✅ Bridge users
✅ dApp interactions
✅ Token holders

Gasless Future rewards those who endured the gas past.

Go grab your bag!  
$SYRUP $TAO",2048390621778391090,269098,False
coinbureau,2026-04-26 13:25:11,"🟠SAYLOR'S ORANGE TRACKER IT OUT AGAIN

Michael Saylor hinted at another Bitcoin buy, posting “The ₿eat Goes On”.

How much will he buy this week? https://t.co/ovwaF9jcIL",2048392949462085983,1099878,False
naiivememe,2026-04-26 02:49:01,When you’ve been in Crypto more than 5 years  https://t.co/O0WXXZy7Q1,2048232853402726581,344212,False
not_dxvid,2026-04-26 12:27:06,"it’s easy to assume $Buttcoin is just another random “body-part” meme. It isn’t.

buttcoin is one of the oldest pieces of crypto culture older than meme coins, older than Dogecoin and deeply intertwined with Bitcoin’s own history. 

as long as Bitcoin exists, buttcoin is relevant https://t.co/iXqUvyrydN",2048378334044713360,101,False
dajingou1,2026-04-26 12:39:42,"#BTC #ETH

币中：PIPPIN

方向：做多

入场区间：0.0275-0.0283

止损0.025

目前这个位置，K线形态，大户明显在吸筹码，而且上方有上千万空军流动性！

另外，这个代币很明显他曾经有很大的名气！

同时网站观察数据，持仓量暴涨，说说短期内有大资金在买入！

这个时间做多，盈亏比非常好！

亏也亏不了多少，已经买入多单！",2048381506008346948,81199,False
btc_life_jp,2026-04-26 11:29:51,"🇺🇸 アメリカのBitcoin戦略、スピード感がヤバすぎる…！  

昨年、テキサス州のStrategic Bitcoin Reserve法案で大騒ぎしてましたが
→ Texas SB21（2025年6月成立）  
→ 2025年内に約500万ドル相当のBTCをETF経由で購入済みです🔥  

さらにNH（ニューハンプシャー）とAZ（アリゾナ）も2025年5月に続けて成立！  
他州もReserve Race真っ最中です。  

📊 最新データ（2026年4月時点）  
・全米327件のデジタル資産関連法案  
・290件が現在アクティブ  
・18件が成立済み  

Bitcoinはもはや「投機」じゃなく、国家・州レベルの本気の戦略資産になってきてるのが分かりますよね？^_^",2048363924857479282,2647,False
mahin_trades,2026-04-26 07:51:38,"$BTC 

My short is still active with stops at 81.5k ( soft )

imo, we will get a push and then dump to 75k soon https://t.co/DMP24SXlzq",2048309010604904775,8792,False
seth_fin,2026-04-26 11:55:15,"Unbelievable 

$BTC has gone from 65K to 79.5K with hardly any pullbacks and still the funding is negative and retail just keep on shorting.

Estimated:
$4,480,000,000 in shorts liquidated at 83K Bitcoin.

$5,000,000,000 in longs liquidated at 73K.

Seems like there are a lot of traders shorting and waiting for a pullback. I wonder what MM wants to do next.

What do you think?

This is an unbiased report of the estimated liquidation levels.",2048370318926843982,93396,False
cryptorover,2026-04-26 08:56:00,"INSANE: 

President Donald Trump is reportedly considering to punish Spain, Italy, and the United Kingdom over their stance during the US-Iran war.

A leaked Pentagon memo even floated the idea of suspending Spain from NATO. https://t.co/vWYO0R1eOJ",2048325208029704328,1569747,False
TSLA_Bitcoin,2026-04-26 11:44:04,"마라톤, 새로운 세계 신기록 1:59:30

케냐, 사바스티안 사웨
42.195km 2시간벽 허물다! 😱

100m를 16.99초 속도로 계속 뛰는 거고,
1km 평균 페이스는.. 2분 49초.. ㅎㄷㄷㄷㄷ

인간 맞나!!?? 😱 https://t.co/5mrdmqafDb",2048367505408926112,21147,False
cryptorover,2026-04-26 10:42:48,"Massive US airlift to the Middle East continued overnight. 

US/Iran Negotiations COLLAPSED. 

This does NOT look promising. https://t.co/k9OFB7GPAn",2048352086828450086,1569747,False
CryptoTice_,2026-04-26 07:30:00,"MASSIVE:

The Fed just announced a $7,587,000,000 injection.
Tomorrow.

Not next week. Not next quarter.
Tomorrow.

Governments don't inject this much liquidity for no reason.

They inject it when something is breaking.
Or when they're preparing for something big.

$7,587,000,000.
One day.

Be positioned before the money hits.",2048303566599717121,317621,False
MaxCrypto,2026-04-26 10:06:44,"THIS IS INSANE.

$ETH current fractal is looking exactly like the April 2025 bottom.

What if ETH pumps to a new ATH from here? https://t.co/vfSB8z5zrL",2048343010463871410,138525,False
CryptosR_Us,2026-04-26 11:15:00,"🇻🇳 VIETNAM LAUNCHES REGULATED CRYPTO MARKET  

100 million people. One of the world's most active crypto markets just went regulated.  

 $220 B+ in annual transaction volume currently flowing through offshore platforms. 
Vietnam wants it onshore. https://t.co/2IetoqEeed",2048360188256879074,302801,False
davidgua_eth,2026-04-26 13:03:30,"That $ETH you thought slipped away? It's still there.

Every token purchase keeps a little bit of your ETH tucked away in a hidden wallet.

https://t.co/sZV0UpUFMo

Loads of traders have HUNDREDS of these just sitting idle, totally missed.

That ETH you assumed was lost? It's just hanging out, ready for you to grab it back.

etH Incinerator takes 2-5%
Terminals take 1%+

etH Reclaimer:
→ Scan any wallet 
→ Just a 0.5% fee
→ Referrals drop it to 0.375%

See how much you can claim 👇
$RVV $SATS",2048387494798852377,269098,False
SimplyBitcoin,2026-04-26 12:30:28,"The market doesn't reward the smartest people in Bitcoin.

It rewards the most patient ones.",2048379182875345057,149026,False
Crypto_TownHall,2026-04-26 12:34:07,"ETH foundation is unstaking $49m worth of ETH

When will this stop? https://t.co/mDNfbp0ty9",2048380098210894037,104597,False
crypt0_me,2026-04-26 12:46:14,"$BTC

مين  بيعرف شو إسم هذا النموذج ؟؟ https://t.co/SEAuJhj9Ju",2048383147830878368,80209,False
WuBlockchain,2026-04-26 11:58:17,"Mike Novogratz: U.S. CLARITY Act Could Advance in May

Galaxy Digital CEO Mike Novogratz said the U.S. CLARITY Act will likely be finalized in May and could be signed into law by June, providing clearer regulatory frameworks for the crypto industry and opening access to global users. Galaxy’s head of research Alex Thorn estimates a 50% chance of passage in 2026, warning odds may drop if the bill fails to advance by mid-May.",2048371083263213778,555254,False
BitcoinNews,2026-04-26 12:00:01,"Two hours of gig work used to cost $50-$60 in fees to get paid.

@AMINABankGlobal CPO Myles Harrison tells @2084Richardson why corporates are starting to pay contractors in stablecoins — and why the $60 wire fee might be dead. @ParisBlockWeek

https://t.co/25slJj7pDC https://t.co/i6UXxeUqdV",2048371518208368920,3273742,False
naira_rates,2026-04-26 11:00:07,"Avg. | Sun 26 Apr, 2026 • 11:00 AM

🪙 1 ETH ⇛ ₦3,513,342.060
🪙 1 BTC ⇛ ₦117,468,345.180
🪙 1 SOL ⇛ ₦130,238.640
🪙 1 USDT ⇛ ₦1,388.010
🪙 1 USDC ⇛ ₦1,388.610

Get Business and Individual USD, CAD, USDC, USDT accounts and convert to Naira at https://t.co/EKHjKysg0a",2048356443762405825,471177,False
